location;years;scenario;grid_limit_scenario;grid_limit_kW;battery_cost_factor;solver_status;pv_capacity_kW;battery_energy_capacity_kWh;battery_power_capacity_kW;used_capex_EUR;budget_EUR;total_profit_EUR;average_annual_profit_EUR;return_on_capex_per_year;operating_cashflow_total_EUR;average_annual_operating_cashflow_EUR;simple_payback_years;discounted_payback_years;npv_12y_EUR;npv_25y_EUR;revenue_EUR;grid_purchase_cost_EUR;degradation_cost_EUR;pv_available_MWh;electricity_sold_MWh;grid_buy_MWh;battery_charge_from_pv_MWh;battery_discharge_MWh;curtailment_MWh;curtailment_share;battery_cycles_per_year;pv_only_total_profit_EUR;pv_only_average_annual_profit_EUR;pv_only_curtailment_MWh;pv_only_electricity_sold_MWh;profit_gain_vs_pv_only_EUR;average_annual_profit_gain_vs_pv_only_EUR;curtailment_reduction_vs_pv_only_MWh;additional_sold_energy_vs_pv_only_MWh
Stuttgart;2015-2024;PV_only;no_limit;;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Stuttgart;2015-2024;PV_only;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Stuttgart;2015-2024;PV_only;light_limit_10MW;10000,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Stuttgart;2015-2024;PV_only;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Stuttgart;2015-2024;PV_battery_no_grid_buy;no_limit;;1,0;('ok', 'optimal');11173,184357541899;0,0;10614,525139664802;10000000,0;10000000,0;2653898,8886747207;265389,88886747207;0,026538988886747206;10193606,12793296;1019360,612793296;9,810071013630365;13,824637603843296;-965150,3805283532;4366811,9695181325;10193606,12793296;0,0;0,0;130880,08938547484;127005,50002793294;0,0;153,53072625698323;149,17600558659217;3870,234636871508;0,029570843472399317;0,0;0,0;0,0;0,0;0,0;2653898,8886747207;265389,88886747207;-3870,234636871508;127005,50002793294
Stuttgart;2015-2024;PV_battery_no_grid_buy;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');11173,184357541899;-0,0;10614,525139664802;10000000,0;10000000,0;2653898,8886747207;265389,88886747207;0,026538988886747206;10193606,12793296;1019360,612793296;9,810071013630365;13,824637603843296;-965150,3805283532;4366811,9695181325;10193606,12793296;0,0;0,0;130880,08938547484;127061,09201117317;0,0;215,1284916201117;204,7679888268156;3808,6368715083795;0,029100200721066016;0,0;0,0;0,0;0,0;0,0;2653898,8886747207;265389,88886747207;-3808,6368715083795;127061,09201117317
Stuttgart;2015-2024;PV_battery_no_grid_buy;light_limit_10MW;10000,0;1,0;('ok', 'optimal');11052,631578947368;526,3157894736839;10000,0;10000000,0;10000000,0;2564563,7663584435;256456,37663584435;0,025645637663584436;10144654,212005015;1014465,4212005015;9,857408435041744;13,918362460331668;-1008537,6954239197;4297819,410569118;10144654,212005015;0,0;0,0;129467,96210526314;125537,00384563711;0,0;2694,5809141274226;2442,359274999999;3678,7366204986147;0,02841426219026789;464,04826225000005;0,0;0,0;0,0;0,0;2564563,7663584435;256456,37663584435;-3678,7366204986147;125537,00384563711
Stuttgart;2015-2024;PV_battery_no_grid_buy;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');10562,200956937799;2667,464114832537;7500,0;10000000,0;10000000,0;2176470,004220188;217647,0004220188;0,021764700042201882;9920846,675855799;992084,6675855799;10,079784847735663;14,376585174134048;-1206903,9465263318;3982386,3097741064;9920846,675855799;0,0;0,0;123723,17157894737;119544,97689472201;0,0;10531,631606151179;9514,831615460529;3161,3946935347058;0,025552163375616586;356,69951706390134;0,0;0,0;0,0;0,0;2176470,004220188;217647,0004220188;-3161,3946935347058;119544,97689472201
Stuttgart;2015-2024;PV_battery_grid_buy;no_limit;;1,0;('ok', 'optimal');11173,184357541899;0,0;10614,525139664802;10000000,0;10000000,0;2667619,9939540247;266761,9993954025;0,02667619993954025;10207327,23321229;1020732,723321229;9,796883916352074;13,798528053237122;-952989,0196462628;4386150,419237306;10066597,948296089;-140729,28491620108;0,0;130880,08938547484;136176,7453631285;10158,100558659216;157,47486033519553;9320,42134078212;3866,2905027932957;0,029540707994216722;0,0;0,0;0,0;0,0;0,0;2667619,9939540247;266761,9993954025;-3866,2905027932957;136176,7453631285
Stuttgart;2015-2024;PV_battery_grid_buy;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');11173,184357541899;0,0;10614,525139664802;10000000,0;10000000,0;2667619,9939540247;266761,9993954025;0,02667619993954025;10207327,23321229;1020732,723321229;9,796883916352074;13,798528053237122;-952989,0196462628;4386150,419237306;10066597,948296089;-140729,28491620108;0,0;130880,08938547484;136243,14717877092;10158,100558659216;231,0502793296089;9386,823156424578;3792,7150837988825;0,028978549003190093;0,0;0,0;0,0;0,0;0,0;2667619,9939540247;266761,9993954025;-3792,7150837988825;136243,14717877092
Stuttgart;2015-2024;PV_battery_grid_buy;light_limit_10MW;10000,0;1,0;('ok', 'optimal');11052,631578947368;526,3157894736839;10000,0;10000000,0;10000000,0;2612926,6733729346;261292,66733729345;0,026129266733729343;10193017,119019391;1019301,7119019391;9,810637893799633;13,825759987803522;-965672,433950061;4365981,823620459;10247186,877082272;54169,758062880785;0,0;129467,96210526314;136859,34234632962;12427,149612188365;849,5240997229912;11992,698025;3751,7936842105264;0,028978549003190097;2278,612624750001;0,0;0,0;0,0;0,0;2612926,6733729346;261292,66733729345;-3751,7936842105264;136859,34234632962
Stuttgart;2015-2024;PV_battery_grid_buy;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');10562,200956937799;2667,464114832537;7500,0;10000000,0;10000000,0;2389646,6238566083;238964,66238566083;0,023896466238566085;10134023,295492128;1013402,3295492127;9,867749173665564;13,938836415494508;-1017960,1442418993;4282836,25576723;11024629,64897113;890606,3534790024;0,0;123723,17157894737;139955,44810955215;22236,56558370556;2650,3263891783245;22470,45409643679;3587,851176653683;0,028999023633695702;842,3901176960156;0,0;0,0;0,0;0,0;2389646,6238566083;238964,66238566083;-3587,851176653683;139955,44810955215
Duesseldorf;2015-2024;PV_only;no_limit;;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Duesseldorf;2015-2024;PV_only;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Duesseldorf;2015-2024;PV_only;light_limit_10MW;10000,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Duesseldorf;2015-2024;PV_only;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Duesseldorf;2015-2024;PV_battery_no_grid_buy;no_limit;;1,0;('ok', 'optimal');11173,184357541899;0,0;10614,525139664802;10000000,0;10000000,0;1759890,2144847508;175989,02144847508;0,01759890214484751;9299597,453743016;929959,7453743017;10,75315361739134;15,815294008732137;-1757532,7649796978;3106801,099958511;9299597,453743016;0,0;0,0;120381,75418994411;116793,32346368715;0,0;131,62011173184356;129,40167597765364;3586,2122905027936;0,029790330890545884;0,0;0,0;0,0;0,0;0,0;1759890,2144847508;175989,02144847508;-3586,2122905027936;116793,32346368715
Duesseldorf;2015-2024;PV_battery_no_grid_buy;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');11173,184357541899;-0,0;10614,525139664802;10000000,0;10000000,0;1759890,2144847508;175989,02144847508;0,01759890214484751;9299597,453743016;929959,7453743017;10,75315361739134;15,815294008732137;-1757532,7649796978;3106801,099958511;9299597,453743016;0,0;0,0;120381,75418994411;116846,47516759777;0,0;190,51396648044692;182,55337988826815;3527,3184357541895;0,029301105134160257;0,0;0,0;0,0;0,0;0,0;1759890,2144847508;175989,02144847508;-3527,3184357541895;116846,47516759777
Duesseldorf;2015-2024;PV_battery_no_grid_buy;light_limit_10MW;10000,0;1,0;('ok', 'optimal');11052,631578947368;526,3157894736839;10000,0;10000000,0;10000000,0;1679279,8684573069;167927,9868457307;0,01679279868457307;9259370,314103972;925937,0314103973;10,799870467182734;15,91727103299103;-1793187,09110324;3050105,1923461873;9259370,314103972;0,0;0,0;119082,89842105264;115441,67953691137;0,0;2572,660193905816;2332,3258249999994;3400,884515235457;0,02855896657142681;443,1419067500001;0,0;0,0;0,0;0,0;1679279,8684573069;167927,9868457307;-3400,884515235457;115441,67953691137
Duesseldorf;2015-2024;PV_battery_no_grid_buy;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');10562,200956937799;2667,464114832537;7500,0;10000000,0;10000000,0;1328181,0277394694;132818,10277394694;0,013281810277394694;9072557,69937507;907255,7699375071;11,022250098986763;16,42283277424127;-1958763,812423761;2786812,528723486;9072557,69937507;0,0;0,0;113798,91699760765;109919,71504223665;0,0;10197,975255934476;9213,706759389956;2894,9334588264915;0,02543902468674065;345,41071080044844;0,0;0,0;0,0;0,0;1328181,0277394694;132818,10277394694;-2894,9334588264915;109919,71504223665
Duesseldorf;2015-2024;PV_battery_grid_buy;no_limit;;1,0;('ok', 'optimal');11173,184357541899;0,0;10614,525139664802;10000000,0;10000000,0;1773611,3197640586;177361,13197640586;0,017736113197640586;9313318,559022345;931331,8559022344;10,737311235115467;15,7807120750427;-1745371,4040976083;3126139,5496776793;9172589,274106143;-140729,28491620108;0,0;120381,75418994411;125977,99033519553;10158,100558659216;150,4357541899441;9314,068547486033;3567,396648044693;0,029634031104214375;0,0;0,0;0,0;0,0;0,0;1773611,3197640586;177361,13197640586;-3567,396648044693;125977,99033519553
Duesseldorf;2015-2024;PV_battery_grid_buy;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');11173,184357541899;0,0;10614,525139664802;10000000,0;10000000,0;1773611,3197640586;177361,13197640586;0,017736113197640586;9313318,559022345;931331,8559022344;10,737311235115467;15,7807120750427;-1745371,4040976083;3126139,5496776793;9172589,274106143;-140729,28491620108;0,0;120381,75418994411;126018,12385474861;10158,100558659216;194,90502793296088;9354,202067039105;3522,9273743016756;0,029264628996376243;0,0;0,0;0,0;0,0;0,0;1773611,3197640586;177361,13197640586;-3522,9273743016756;126018,12385474861
Duesseldorf;2015-2024;PV_battery_grid_buy;light_limit_10MW;10000,0;1,0;('ok', 'optimal');11052,631578947368;526,3157894736839;10000,0;10000000,0;10000000,0;1728563,8822464931;172856,3882246493;0,01728563882246493;9308654,327893076;930865,4327893077;10,742691314721322;15,792456114097792;-1749505,4295165343;3119565,808179768;9365039,703862328;56385,37596925197;0,0;119082,89842105264;126785,6638030471;12468,171772853182;772,7466759002767;11960,428899999999;3484,9168421052627;0,029264628996376232;2272,481491000001;0,0;0,0;0,0;0,0;1728563,8822464931;172856,3882246493;-3484,9168421052627;126785,6638030471
Duesseldorf;2015-2024;PV_battery_grid_buy;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');10562,200956937799;2667,464114832537;7500,0;10000000,0;10000000,0;1545021,1707042945;154502,11707042943;0,015450211707042943;9289397,84233986;928939,784233986;10,76496040940491;15,841066754988875;-1766572,9372257143;3092425,824187381;10196291,708767675;906893,8664278149;0,0;113798,91699760765;130548,64613023167;22494,643783781103;2367,347608285067;22447,981322248805;3330,904581339713;0,029270090341982226;841,5476406008966;0,0;0,0;0,0;0,0;1545021,1707042945;154502,11707042943;-3330,904581339713;130548,64613023167
Schleswig-Holstein;2015-2024;PV_only;no_limit;;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Schleswig-Holstein;2015-2024;PV_only;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Schleswig-Holstein;2015-2024;PV_only;light_limit_10MW;10000,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Schleswig-Holstein;2015-2024;PV_only;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');-0,0;0,0;0,0;0,0;10000000,0;0,0;0,0;;0,0;0,0;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Schleswig-Holstein;2015-2024;PV_battery_no_grid_buy;no_limit;;1,0;('ok', 'optimal');11173,184357541899;0,0;10614,525139664802;10000000,0;10000000,0;1325801,5404064986;132580,15404064985;0,013258015404064986;8865508,779664803;886550,8779664803;11,279668486638272;17,01348245578119;-2142276,48006846;2494998,9290378895;8865508,779664803;0,0;0,0;115995,68715083798;112551,11189944133;0,0;125,6536312849162;124,01692737430167;3442,9385474860333;0,029681608274012113;0,0;0,0;0,0;0,0;0,0;1325801,5404064986;132580,15404064985;-3442,9385474860333;112551,11189944133
Schleswig-Holstein;2015-2024;PV_battery_no_grid_buy;weak_limit_12_5MW;12500,0;1,0;('ok', 'optimal');11173,184357541899;-0,0;10614,525139664802;10000000,0;10000000,0;1325801,5404064986;132580,15404064985;0,013258015404064986;8865508,779664803;886550,8779664803;11,279668486638272;17,01348245578119;-2142276,48006846;2494998,9290378895;8865508,779664803;0,0;0,0;115995,68715083798;112593,69578212292;0,0;172,83798882681566;166,60081005586594;3395,7541899441344;0,02927483144721043;0,0;0,0;0,0;0,0;0,0;1325801,5404064986;132580,15404064985;-3395,7541899441344;112593,69578212292
Schleswig-Holstein;2015-2024;PV_battery_no_grid_buy;light_limit_10MW;10000,0;1,0;('ok', 'optimal');10974,629400483433;448,3136110097482;10000,0;9914197,60368967;10000000,0;1251123,014266732;125112,30142667319;0,01261950855005264;8760536,006716473;876053,6006716473;11,316884715830989;17,10304774876185;-2149514,0939198164;2432853,2810604405;8760536,006716473;0,0;0,0;113934,36622887042;110462,24593047025;0,0;2274,393171585587;2063,065735286452;3260,792862101038;0,028619923645783783;460,1836046511629;0,0;0,0;0,0;0,0;1251123,014266732;125112,30142667319;-3260,792862101038;110462,24593047025
Schleswig-Holstein;2015-2024;PV_battery_no_grid_buy;medium_limit_7_5MW;7500,0;1,0;('ok', 'optimal');8230,972050362574;336,2352082573111;7500,0;7435648,202767253;10000000,0;938342,2607000605;93834,22607000606;0,012619508550052796;6570402,005037354;657040,2005037355;11,31688471583099;17,10304774876184;-1612135,570439863;1824639,96079533;6570402,005037354;0,0;0,0;85450,77467165279;82846,68444785268;0,0;1705,7948786891905;1547,2993014648387;2445,5946465757784;0,02861992364578379;460,18360465116285;0,0;0,0;0,0;0,0;938342,2607000605;93834,22607000606;-2445,5946465757784;82846,68444785268
